route_id,service_id,trip_id,trip_headsign,shape_id
31,1474636,31:15:1474636,ROSEDALE,1004361
31,1474637,31:16:1474637,ROSEDALE,1004361
31,1474638,31:17:1474638,ROSEDALE,1004361
31,1474639,31:18:1474639,ROSEDALE,1004361
31,1474640,31:1:1474640,ROSEDALE,1004361
31,1474641,31:2:1474641,ROSEDALE,1004361
31,1474642,31:3:1474642,ROSEDALE,1004361
31,1474643,31:4:1474643,ROSEDALE,1004361
31,1474644,31:5:1474644,ROSEDALE,1004361
31,1474645,31:6:1474645,ROSEDALE,1004361
31,1474646,31:7:1474646,ROSEDALE,1004361
31,1474647,31:8:1474647,ROSEDALE,1004361
31,1474648,31:9:1474648,ROSEDALE,1004361
31,1474649,31:10:1474649,ROSEDALE,1004361
31,1474650,31:11:1474650,ROSEDALE,1004361
31,1474651,31:12:1474651,ROSEDALE,1004361
31,1474652,31:13:1474652,ROSEDALE,1004361
31,1474653,31:14:1474653,ROSEDALE,1004361
31,1474654,31:15:1474654,ROSEDALE,1004361
31,1474655,31:16:1474655,ROSEDALE,1004361
52,1474656,52:1:1474656,COMMUNITY BUS,1004276
52,1474657,52:2:1474657,COMMUNITY BUS,1004276
52,1474658,52:3:1474658,COMMUNITY BUS,1004276
52,1474659,52:4:1474659,COMMUNITY BUS,1004276
52,1474660,52:5:1474660,COMMUNITY BUS,1004276
52,1474661,52:6:1474661,COMMUNITY BUS,1004276
52,1474662,52:7:1474662,COMMUNITY BUS,1004276
52,1474663,52:8:1474663,COMMUNITY BUS,1004276
